application_number,family_name,first_name,middle_name,sex,strand,course,general_ability,verbal_aptitude,numerical_aptitude,spatial_aptitude,perceptual_aptitude,manual_dexterity,date_taken
ICAT2024-1486,Smith,Valerie,Richard,1,STEM,BSIT,79.0,72.0,72.0,66.0,94.0,89.0,2024-02-19
ICAT2024-1487,Phelps,Bryan,Rachel,1,STEM,BSIT,99.0,89.0,98.0,70.0,64.0,82.0,2024-01-21
ICAT2024-1488,Smith,Ann,Tiffany,0,HUMSS,BSA,60.0,72.0,77.0,78.0,87.0,97.0,2024-02-12
ICAT2024-1489,Callahan,Michelle,Joe,1,HUMSS,BSN,85.0,76.0,95.0,94.0,72.0,64.0,2024-09-29
ICAT2024-1490,Lawrence,Colleen,Jennifer,0,STEM,BSA,73.0,77.0,71.0,76.0,96.0,66.0,2024-06-06
ICAT2024-1491,James,Amy,Elaine,0,TVL,BSN,84.0,81.0,96.0,97.0,98.0,77.0,2024-07-03
ICAT2024-1492,Taylor,Angela,Megan,1,ABM,BSBA,60.0,74.0,73.0,65.0,99.0,69.0,2024-05-19
ICAT2024-1493,Larsen,Eric,Whitney,0,ABM,BEED,60.0,80.0,64.0,63.0,68.0,92.0,2024-09-17
ICAT2024-1494,Martinez,Alexander,Deborah,1,GAS,BSA,90.0,80.0,79.0,92.0,67.0,75.0,2024-02-25
ICAT2024-1495,Griffith,Tommy,Samuel,1,GAS,BSHM,84.0,90.0,82.0,79.0,93.0,80.0,2024-02-22
ICAT2024-1496,Miller,Dawn,Robert,0,TVL,BSHM,73.0,70.0,77.0,69.0,87.0,95.0,2024-06-26
ICAT2024-1497,English,Heather,Sarah,1,GAS,BSA,76.0,67.0,95.0,87.0,82.0,71.0,2024-08-30
ICAT2024-1498,White,William,Andrea,0,HUMSS,BSHM,89.0,82.0,87.0,73.0,99.0,95.0,2024-06-23
ICAT2024-1499,Cruz,Jeremiah,Roger,0,GAS,BSED,71.0,60.0,72.0,88.0,83.0,93.0,2024-01-03
ICAT2024-1500,Lane,Melanie,Joel,0,STEM,BSN,79.0,81.0,66.0,83.0,76.0,92.0,2024-07-13
ICAT2024-1501,Adams,Sara,Barbara,0,TVL,BSED,62.0,77.0,90.0,85.0,62.0,76.0,2024-01-13
ICAT2024-1502,Good,Ashley,Janet,1,STEM,BSN,61.0,90.0,98.0,89.0,91.0,71.0,2024-02-13
ICAT2024-1503,Carpenter,Suzanne,Christopher,1,TVL,BSHM,66.0,62.0,83.0,61.0,99.0,69.0,2024-10-10
ICAT2024-1504,Simon,Tonya,Tonya,0,ABM,BSIT,86.0,67.0,63.0,88.0,63.0,80.0,2024-10-29
ICAT2024-1505,Ramirez,Zachary,Alexandra,0,TVL,BSED,72.0,99.0,61.0,81.0,80.0,70.0,2024-08-24
ICAT2024-1506,Davis,Thomas,Judith,1,TVL,BSIT,85.0,86.0,63.0,64.0,72.0,92.0,2024-09-16
ICAT2024-1507,Miller,Cynthia,Lauren,0,HUMSS,BSIT,71.0,88.0,62.0,77.0,98.0,72.0,2024-05-01
ICAT2024-1508,Austin,Rebecca,Amanda,1,ABM,BSA,60.0,79.0,77.0,95.0,82.0,67.0,2024-01-05
ICAT2024-1509,Harrison,William,Taylor,1,GAS,BSN,65.0,96.0,89.0,65.0,67.0,65.0,2024-10-11
ICAT2024-1510,Rivera,Michael,Tiffany,0,STEM,BSBA,80.0,97.0,61.0,70.0,60.0,73.0,2024-04-24
ICAT2024-1511,Roberts,Austin,Sandra,1,GAS,BSIT,75.0,79.0,72.0,68.0,79.0,63.0,2024-10-18
ICAT2024-1512,Torres,Kristen,Jorge,1,HUMSS,BSBA,77.0,68.0,96.0,80.0,86.0,74.0,2024-09-01
ICAT2024-1513,Kennedy,Gary,Brett,0,HUMSS,BSBA,71.0,78.0,76.0,88.0,76.0,65.0,2024-04-23
ICAT2024-1514,Lamb,Claudia,Justin,1,HUMSS,BSN,83.0,82.0,93.0,88.0,70.0,62.0,2024-02-02
ICAT2024-1515,Martinez,Chase,Kristen,1,ABM,BSN,96.0,73.0,87.0,82.0,78.0,73.0,2024-04-07
ICAT2024-1516,Anderson,Juan,Michaela,1,TVL,BSN,77.0,65.0,92.0,73.0,76.0,73.0,2024-01-06
ICAT2024-1517,Figueroa,Cassandra,Renee,1,HUMSS,BSIT,67.0,93.0,71.0,90.0,68.0,89.0,2024-10-13
ICAT2024-1518,Hernandez,Sean,Lindsey,1,HUMSS,BSN,84.0,97.0,62.0,80.0,66.0,82.0,2024-04-11
ICAT2024-1519,Patton,Joel,Henry,0,ABM,BEED,90.0,81.0,81.0,66.0,71.0,82.0,2024-07-23
ICAT2024-1520,Atkins,Matthew,Christopher,1,ABM,BEED,94.0,71.0,61.0,88.0,99.0,89.0,2024-02-26
ICAT2024-1521,Larson,Lydia,Mary,1,GAS,BEED,75.0,76.0,83.0,98.0,81.0,90.0,2024-10-19
ICAT2024-1522,Chaney,Kaylee,John,1,HUMSS,BSIT,74.0,92.0,66.0,86.0,87.0,77.0,2024-06-19
ICAT2024-1523,Barber,Gary,Becky,1,TVL,BSIT,70.0,92.0,70.0,79.0,98.0,93.0,2024-11-22
ICAT2024-1524,Reed,Dawn,Karla,0,TVL,BSHM,68.0,68.0,81.0,63.0,65.0,79.0,2024-02-15
ICAT2024-1525,Williams,Steven,Thomas,0,HUMSS,BEED,85.0,70.0,89.0,60.0,69.0,72.0,2024-07-03
ICAT2024-1526,Reese,Karen,Amanda,0,HUMSS,BSED,65.0,71.0,75.0,73.0,87.0,65.0,2024-05-27
ICAT2024-1527,Vega,Peter,Jose,0,ABM,BSA,95.0,83.0,60.0,90.0,70.0,82.0,2024-07-25
ICAT2024-1528,Berg,Alexander,Sara,0,GAS,BSN,85.0,73.0,90.0,84.0,89.0,75.0,2024-06-23
ICAT2024-1529,Reyes,Leslie,Alyssa,0,GAS,BSBA,80.0,68.0,85.0,80.0,78.0,87.0,2024-01-16
ICAT2024-1530,Davis,Amanda,Michael,1,TVL,BSIT,82.0,91.0,97.0,61.0,74.0,98.0,2024-11-23
ICAT2024-1531,Reynolds,Samantha,Michele,0,ABM,BSED,83.0,81.0,92.0,60.0,99.0,98.0,2024-05-10
ICAT2024-1532,Nelson,Leah,Jonathan,1,STEM,BSA,74.0,68.0,91.0,72.0,62.0,73.0,2024-08-14
ICAT2024-1533,Myers,Kendra,Kaitlyn,1,GAS,BSIT,81.0,84.0,71.0,87.0,69.0,78.0,2024-10-12
ICAT2024-1534,Powers,Kaylee,April,1,GAS,BSA,90.0,62.0,76.0,86.0,71.0,70.0,2024-09-20
ICAT2024-1535,Vaughn,Hector,Amy,1,TVL,BSHM,66.0,89.0,65.0,82.0,66.0,85.0,2024-09-18
ICAT2024-1536,Smith,Carlos,Robert,0,ABM,BSED,68.0,96.0,92.0,84.0,89.0,60.0,2024-07-22
ICAT2024-1537,Garcia,Sean,Jeffrey,1,GAS,BEED,63.0,79.0,87.0,76.0,67.0,98.0,2024-04-20
ICAT2024-1538,King,Austin,Christine,1,TVL,BSED,90.0,81.0,94.0,83.0,67.0,71.0,2024-01-23
ICAT2024-1539,Mays,Diane,Mary,1,TVL,BSHM,84.0,65.0,69.0,60.0,81.0,97.0,2024-08-20
ICAT2024-1540,Little,Jean,David,1,ABM,BSN,99.0,89.0,87.0,63.0,89.0,78.0,2024-11-28
ICAT2024-1541,Jacobs,Nicholas,Kathryn,0,STEM,BSHM,91.0,89.0,83.0,63.0,98.0,83.0,2024-09-08
ICAT2024-1542,Knight,Tammy,Paula,1,GAS,BSED,78.0,61.0,94.0,77.0,71.0,78.0,2024-09-27
ICAT2024-1543,Lopez,Kenneth,Donna,1,GAS,BSIT,88.0,80.0,79.0,62.0,98.0,67.0,2024-01-30
ICAT2024-1544,Fowler,Sandra,Joshua,1,STEM,BSN,85.0,75.0,71.0,65.0,94.0,66.0,2024-06-14
ICAT2024-1545,Schwartz,Elizabeth,Kayla,0,ABM,BSA,91.0,87.0,77.0,82.0,89.0,99.0,2024-04-09
ICAT2024-1546,Martin,Charles,Kimberly,0,TVL,BSN,89.0,62.0,64.0,80.0,83.0,62.0,2024-05-28
ICAT2024-1547,Price,Wendy,Jonathan,0,TVL,BSA,66.0,84.0,92.0,65.0,81.0,79.0,2024-11-11
ICAT2024-1548,Baker,Scott,Travis,1,GAS,BSIT,71.0,76.0,65.0,87.0,67.0,72.0,2024-12-26
ICAT2024-1549,Gonzalez,Philip,Debbie,1,HUMSS,BSN,92.0,94.0,75.0,63.0,83.0,96.0,2024-02-12
ICAT2024-1550,Thomas,Kayla,Jeffery,1,ABM,BSHM,87.0,77.0,71.0,77.0,92.0,62.0,2024-09-06
ICAT2024-1551,Rodriguez,Scott,Jonathon,1,ABM,BSA,78.0,77.0,60.0,86.0,73.0,61.0,2024-01-14
ICAT2024-1552,Jones,Ashley,John,1,ABM,BSED,77.0,89.0,98.0,80.0,66.0,74.0,2024-06-22
ICAT2024-1553,Smith,Tyler,Denise,0,STEM,BSA,80.0,74.0,64.0,99.0,78.0,98.0,2024-01-01
ICAT2024-1554,Fitzpatrick,Elizabeth,Joseph,1,TVL,BEED,98.0,81.0,94.0,84.0,90.0,95.0,2024-09-28
ICAT2024-1555,Rivera,Peter,Adam,0,HUMSS,BSED,80.0,82.0,88.0,69.0,89.0,91.0,2024-10-01
ICAT2024-1556,Case,Tracy,Ryan,0,TVL,BSA,70.0,84.0,76.0,85.0,62.0,96.0,2024-11-23
ICAT2024-1557,Luna,Lisa,Chad,0,GAS,BSN,82.0,65.0,73.0,93.0,83.0,79.0,2024-03-28
ICAT2024-1558,Smith,Stephanie,Lisa,1,HUMSS,BEED,89.0,61.0,69.0,99.0,97.0,70.0,2024-07-06
ICAT2024-1559,Martinez,Amanda,Victoria,1,TVL,BEED,86.0,61.0,78.0,95.0,91.0,75.0,2024-05-09
ICAT2024-1560,Maldonado,Richard,Cynthia,1,TVL,BSBA,84.0,98.0,67.0,66.0,85.0,73.0,2024-09-08
ICAT2024-1561,Davis,Amanda,Susan,0,STEM,BSN,78.0,71.0,70.0,85.0,95.0,86.0,2024-02-01
ICAT2024-1562,Randall,Kathleen,Kelly,1,ABM,BEED,98.0,77.0,80.0,83.0,66.0,80.0,2024-03-19
ICAT2024-1563,Thompson,Benjamin,Patrick,1,ABM,BSHM,85.0,91.0,89.0,78.0,88.0,70.0,2024-03-15
ICAT2024-1564,Evans,Peter,Daniel,0,GAS,BSED,60.0,94.0,81.0,89.0,71.0,66.0,2024-09-24
ICAT2024-1565,Howard,Christopher,Cynthia,1,TVL,BSA,86.0,86.0,86.0,72.0,61.0,99.0,2024-10-12
ICAT2024-1566,Lopez,Austin,Anthony,0,ABM,BSN,99.0,92.0,65.0,98.0,96.0,86.0,2024-08-18
ICAT2024-1567,Allen,Paul,Laura,0,HUMSS,BSN,75.0,70.0,96.0,90.0,65.0,83.0,2024-09-06
ICAT2024-1568,Parker,Amanda,Mary,0,TVL,BSHM,84.0,95.0,92.0,72.0,70.0,89.0,2024-06-23
ICAT2024-1569,Levy,Allen,Matthew,1,ABM,BSBA,90.0,72.0,80.0,68.0,78.0,64.0,2024-05-11
ICAT2024-1570,French,Brad,David,0,ABM,BSN,89.0,89.0,75.0,98.0,88.0,75.0,2024-11-09
ICAT2024-1571,Valdez,Alexandra,Shelby,0,GAS,BSN,67.0,98.0,81.0,70.0,75.0,89.0,2024-12-03
ICAT2024-1572,Sawyer,Edward,Beth,0,STEM,BSA,62.0,86.0,93.0,90.0,84.0,64.0,2024-12-25
ICAT2024-1573,Jones,Jill,Tracy,1,HUMSS,BSA,94.0,67.0,98.0,94.0,61.0,88.0,2024-01-08
ICAT2024-1574,Ruiz,Samantha,Brandon,1,STEM,BSED,85.0,62.0,83.0,85.0,92.0,88.0,2024-09-29
ICAT2024-1575,Banks,Alexis,Cynthia,1,STEM,BSIT,69.0,76.0,97.0,67.0,70.0,83.0,2024-12-17
ICAT2024-1576,Parker,Laura,Stephen,1,HUMSS,BSBA,75.0,90.0,73.0,76.0,66.0,81.0,2024-03-07
ICAT2024-1577,Conley,Caleb,Lisa,0,GAS,BSA,91.0,75.0,76.0,81.0,78.0,88.0,2024-02-14
ICAT2024-1578,Crawford,Lauren,Jeffrey,1,GAS,BSA,76.0,96.0,77.0,98.0,62.0,68.0,2024-11-08
ICAT2024-1579,Harris,Matthew,Mary,0,TVL,BSED,61.0,74.0,83.0,96.0,83.0,78.0,2024-10-13
ICAT2024-1580,Gregory,Mark,Theresa,1,ABM,BSN,79.0,90.0,88.0,78.0,69.0,68.0,2024-08-11
ICAT2024-1581,Gardner,Marc,Tami,0,TVL,BSED,84.0,76.0,74.0,61.0,73.0,97.0,2024-03-23
ICAT2024-1582,Duran,Brittany,Matthew,1,ABM,BSN,60.0,76.0,83.0,92.0,93.0,85.0,2024-02-16
ICAT2024-1583,Hill,Katherine,Gary,1,TVL,BSBA,82.0,69.0,97.0,92.0,80.0,93.0,2024-05-23
ICAT2024-1584,Tran,Samuel,Sara,1,GAS,BSHM,91.0,70.0,93.0,90.0,71.0,90.0,2024-01-16
ICAT2024-1585,Anderson,Kylie,Crystal,1,STEM,BSA,64.0,81.0,74.0,79.0,73.0,74.0,2024-05-26
ICAT2024-1586,Strickland,Alexis,Tony,0,HUMSS,BSN,67.0,72.0,82.0,91.0,89.0,96.0,2024-01-03
ICAT2024-1587,Smith,Sara,Jasmine,0,TVL,BSBA,72.0,83.0,62.0,85.0,66.0,81.0,2024-08-18
ICAT2024-1588,Eaton,Robert,Lindsay,0,HUMSS,BSN,94.0,94.0,65.0,63.0,88.0,96.0,2024-10-27
ICAT2024-1589,Alvarez,David,Douglas,0,ABM,BSED,71.0,75.0,74.0,89.0,71.0,62.0,2024-04-15
ICAT2024-1590,Mills,Robert,Sharon,1,TVL,BSED,65.0,72.0,64.0,68.0,93.0,79.0,2024-08-25
ICAT2024-1591,Holt,Caitlyn,Jennifer,0,ABM,BSBA,75.0,97.0,97.0,90.0,89.0,66.0,2024-08-25
ICAT2024-1592,Clements,Courtney,Kimberly,0,HUMSS,BSHM,64.0,72.0,90.0,67.0,88.0,65.0,2024-05-15
ICAT2024-1593,Barnes,Angela,James,1,ABM,BSIT,94.0,97.0,73.0,98.0,91.0,79.0,2024-07-24
ICAT2024-1594,Davila,Christine,Michelle,0,TVL,BEED,67.0,88.0,72.0,97.0,99.0,89.0,2024-07-28
ICAT2024-1595,Romero,Steven,Courtney,0,HUMSS,BSHM,86.0,98.0,77.0,91.0,71.0,81.0,2024-03-21
ICAT2024-1596,Hill,James,Laura,1,TVL,BSED,79.0,76.0,94.0,75.0,81.0,77.0,2024-09-23
ICAT2024-1597,Anthony,Rhonda,Tyler,1,GAS,BSIT,71.0,91.0,60.0,80.0,92.0,90.0,2024-03-03
ICAT2024-1598,Santiago,Bradley,Deanna,1,ABM,BSBA,64.0,87.0,79.0,66.0,88.0,81.0,2024-04-20
ICAT2024-1599,Clark,John,Christina,0,ABM,BSHM,66.0,74.0,73.0,79.0,92.0,79.0,2024-12-11
ICAT2024-1600,Chang,Bradley,Joy,1,TVL,BEED,66.0,79.0,99.0,73.0,96.0,69.0,2024-12-25
ICAT2024-1601,Medina,Eric,Anthony,1,ABM,BSBA,85.0,70.0,70.0,99.0,70.0,80.0,2024-07-18
ICAT2024-1602,Wilson,Patty,Jennifer,1,TVL,BSHM,86.0,77.0,74.0,76.0,90.0,79.0,2024-08-18
ICAT2024-1603,Riley,Robert,Julie,1,ABM,BSED,81.0,82.0,80.0,88.0,79.0,87.0,2024-12-14
ICAT2024-1604,Nguyen,Kimberly,Mark,1,GAS,BSIT,85.0,63.0,86.0,82.0,68.0,89.0,2024-02-08
ICAT2024-1605,Young,Robert,James,1,STEM,BSHM,72.0,73.0,76.0,78.0,83.0,61.0,2024-12-12
ICAT2024-1606,Walker,Thomas,Todd,1,GAS,BSHM,84.0,80.0,95.0,95.0,72.0,73.0,2024-12-11
ICAT2024-1607,Graham,Javier,Chelsea,1,HUMSS,BSIT,64.0,75.0,70.0,80.0,90.0,97.0,2024-03-10
ICAT2024-1608,Hughes,Derek,Jennifer,1,STEM,BSHM,84.0,91.0,75.0,77.0,98.0,97.0,2024-09-02
ICAT2024-1609,Howard,Joseph,Matthew,1,STEM,BSIT,63.0,81.0,77.0,94.0,83.0,88.0,2024-01-13
ICAT2024-1610,Schwartz,Brian,Derek,1,STEM,BEED,68.0,64.0,80.0,86.0,69.0,69.0,2024-11-26
ICAT2024-1611,Owens,Robert,Kathleen,1,TVL,BSBA,95.0,65.0,88.0,75.0,80.0,96.0,2024-03-26
ICAT2024-1612,Tanner,Cassandra,Kristine,1,TVL,BSN,78.0,61.0,68.0,64.0,80.0,83.0,2024-09-04
ICAT2024-1613,Cisneros,Rebecca,Belinda,1,ABM,BSBA,80.0,89.0,74.0,89.0,83.0,81.0,2024-08-02
ICAT2024-1614,Wyatt,Christopher,Melody,0,HUMSS,BSED,98.0,61.0,68.0,67.0,86.0,87.0,2024-07-08
ICAT2024-1615,Atkins,Javier,Thomas,1,GAS,BSHM,63.0,93.0,63.0,92.0,83.0,61.0,2024-06-28
ICAT2024-1616,Ramirez,Jessica,Jill,1,STEM,BSN,80.0,94.0,91.0,78.0,96.0,81.0,2024-04-05
ICAT2024-1617,Wright,Ryan,Jeffrey,0,STEM,BSN,65.0,95.0,67.0,94.0,70.0,92.0,2024-12-26
ICAT2024-1618,Vargas,Edward,Ashley,0,TVL,BEED,99.0,72.0,64.0,87.0,77.0,89.0,2024-01-02
ICAT2024-1619,Butler,Bradley,Vickie,1,ABM,BSA,81.0,64.0,71.0,96.0,81.0,89.0,2024-10-11
ICAT2024-1620,Mack,Arthur,Amanda,1,STEM,BEED,96.0,78.0,60.0,99.0,84.0,61.0,2024-07-05
ICAT2024-1621,Pacheco,Heather,Corey,0,ABM,BSED,87.0,69.0,76.0,74.0,97.0,80.0,2024-07-11
ICAT2024-1622,Allen,Angela,Alexander,1,ABM,BSHM,96.0,82.0,96.0,69.0,72.0,69.0,2024-10-11
ICAT2024-1623,Russell,Jeffery,Michael,0,HUMSS,BSBA,66.0,61.0,94.0,98.0,62.0,68.0,2024-04-02
ICAT2024-1624,Holland,Christopher,Timothy,1,STEM,BSED,80.0,74.0,73.0,72.0,79.0,70.0,2024-04-28
ICAT2024-1625,Martin,Stephen,Ashley,1,HUMSS,BSBA,73.0,82.0,61.0,68.0,88.0,67.0,2024-08-14
ICAT2024-1626,Johnson,Shawn,Kelsey,1,STEM,BEED,73.0,84.0,63.0,88.0,88.0,85.0,2024-12-05
ICAT2024-1627,Warner,Jackson,Monica,0,ABM,BSHM,84.0,97.0,67.0,65.0,71.0,92.0,2024-08-31
ICAT2024-1628,Marshall,Cynthia,Michelle,0,ABM,BSHM,73.0,67.0,91.0,98.0,82.0,80.0,2024-01-28
ICAT2024-1629,Cruz,Hannah,Alyssa,1,ABM,BSBA,65.0,92.0,83.0,90.0,76.0,92.0,2024-04-25
ICAT2024-1630,Simmons,Joseph,Sophia,0,GAS,BSIT,60.0,84.0,86.0,85.0,66.0,82.0,2024-07-29
ICAT2024-1631,Johnston,Jamie,Gail,1,HUMSS,BSHM,64.0,87.0,79.0,74.0,65.0,84.0,2024-08-28
ICAT2024-1632,Gilmore,Jill,Brian,1,STEM,BSED,80.0,62.0,69.0,75.0,71.0,96.0,2024-12-19
ICAT2024-1633,Leonard,Pamela,Daniel,0,ABM,BSN,69.0,68.0,90.0,62.0,63.0,98.0,2024-05-21
ICAT2024-1634,Marshall,Blake,Michael,0,HUMSS,BSED,99.0,86.0,70.0,86.0,71.0,71.0,2024-09-08
ICAT2024-1635,Hansen,Carl,Jenna,0,ABM,BSED,67.0,70.0,61.0,91.0,73.0,79.0,2024-03-20
ICAT2024-1636,Taylor,Matthew,Amber,1,HUMSS,BSHM,76.0,99.0,80.0,61.0,61.0,81.0,2024-09-09
ICAT2024-1637,Mendoza,Sheila,Betty,0,GAS,BSIT,69.0,86.0,62.0,94.0,84.0,98.0,2024-09-29
ICAT2024-1638,Clark,Julie,Jeremiah,0,ABM,BSIT,60.0,82.0,74.0,65.0,86.0,64.0,2024-05-16
ICAT2024-1639,Hurst,Wesley,Rodney,0,GAS,BEED,86.0,94.0,88.0,68.0,98.0,60.0,2024-01-22
ICAT2024-1640,Brown,Michael,Todd,1,GAS,BEED,76.0,68.0,80.0,94.0,83.0,99.0,2024-07-23
ICAT2024-1641,Gallegos,Theodore,Amanda,0,GAS,BEED,96.0,72.0,68.0,74.0,92.0,68.0,2024-11-16
ICAT2024-1642,Patel,Kelly,Christine,0,ABM,BSA,65.0,66.0,85.0,78.0,99.0,66.0,2024-11-06
ICAT2024-1643,Nunez,Heather,Tiffany,0,ABM,BSED,71.0,79.0,81.0,89.0,97.0,93.0,2024-12-08
ICAT2024-1644,Jones,Patricia,Stephen,1,ABM,BSED,87.0,83.0,69.0,97.0,62.0,84.0,2024-02-01
ICAT2024-1645,Myers,Harold,Susan,0,ABM,BSBA,60.0,69.0,62.0,75.0,70.0,85.0,2024-01-30
ICAT2024-1646,Rodriguez,Joshua,Heidi,1,STEM,BSN,90.0,90.0,82.0,72.0,96.0,85.0,2024-07-11
ICAT2024-1647,Hernandez,James,Stephanie,1,ABM,BEED,99.0,76.0,94.0,88.0,67.0,77.0,2024-01-09
ICAT2024-1648,Carter,Tara,Amber,1,HUMSS,BSBA,76.0,81.0,91.0,95.0,89.0,66.0,2024-02-21
ICAT2024-1649,Wells,Robert,Joan,1,TVL,BSED,64.0,83.0,87.0,61.0,94.0,68.0,2024-01-09
ICAT2024-1650,Carter,Bryan,Monica,0,ABM,BEED,67.0,67.0,95.0,78.0,68.0,82.0,2024-03-31
ICAT2024-1651,Conley,April,Matthew,1,GAS,BEED,95.0,65.0,92.0,71.0,85.0,92.0,2024-08-12
ICAT2024-1652,Cooper,Debbie,Mark,0,ABM,BSHM,74.0,61.0,72.0,82.0,93.0,98.0,2024-08-18
ICAT2024-1653,Wade,Alyssa,Amy,0,TVL,BSHM,93.0,93.0,63.0,94.0,83.0,94.0,2024-06-26
ICAT2024-1654,Torres,David,Kristina,0,TVL,BSBA,83.0,70.0,66.0,70.0,99.0,74.0,2024-03-07
ICAT2024-1655,Mccormick,Jeremy,Nathan,0,TVL,BSN,87.0,72.0,77.0,63.0,85.0,78.0,2024-04-21
ICAT2024-1656,Carrillo,Brandon,Michael,1,TVL,BEED,90.0,89.0,80.0,68.0,79.0,60.0,2024-06-26
ICAT2024-1657,Huber,Christine,Eugene,0,HUMSS,BSA,95.0,79.0,73.0,99.0,98.0,64.0,2024-07-26
ICAT2024-1658,Mitchell,Teresa,Mary,0,GAS,BSBA,69.0,90.0,70.0,75.0,85.0,70.0,2024-09-26
ICAT2024-1659,Conway,Laura,Evan,1,GAS,BSN,72.0,75.0,82.0,64.0,74.0,77.0,2024-02-15
ICAT2024-1660,Williams,Leslie,David,0,GAS,BSIT,97.0,69.0,73.0,88.0,69.0,77.0,2024-04-11
ICAT2024-1661,Wood,Jamie,Jasmine,1,STEM,BSA,67.0,93.0,79.0,93.0,66.0,98.0,2024-09-15
ICAT2024-1662,Stewart,Maurice,Nathan,1,ABM,BSA,88.0,79.0,67.0,94.0,99.0,89.0,2024-07-28
ICAT2024-1663,Cantrell,Amanda,David,0,STEM,BSHM,81.0,77.0,62.0,84.0,76.0,67.0,2024-01-10
ICAT2024-1664,Sullivan,Victor,Dustin,1,GAS,BSN,70.0,91.0,78.0,74.0,93.0,66.0,2024-06-26
ICAT2024-1665,Reilly,Eric,Tara,0,TVL,BSN,83.0,75.0,91.0,87.0,86.0,63.0,2024-07-31
ICAT2024-1666,Cantrell,Mark,Janice,0,HUMSS,BSHM,77.0,76.0,92.0,81.0,86.0,76.0,2024-07-03
ICAT2024-1667,Kemp,Tara,Karen,1,STEM,BSIT,66.0,91.0,75.0,97.0,91.0,74.0,2024-08-10
ICAT2024-1668,Estrada,Lauren,Jessica,1,HUMSS,BSIT,91.0,95.0,98.0,96.0,84.0,98.0,2024-12-24
ICAT2024-1669,Ramos,Hannah,Jessica,1,STEM,BSN,66.0,97.0,66.0,96.0,66.0,67.0,2024-12-15
ICAT2024-1670,Williams,Erica,Darryl,0,HUMSS,BSN,98.0,86.0,85.0,62.0,82.0,88.0,2024-01-10
ICAT2024-1671,Morales,Mary,Sean,1,TVL,BSHM,93.0,62.0,85.0,87.0,61.0,73.0,2024-02-05
ICAT2024-1672,Nguyen,Cathy,James,0,STEM,BSA,81.0,66.0,78.0,86.0,61.0,89.0,2024-07-23
ICAT2024-1673,Walker,Shari,Joshua,1,HUMSS,BSHM,82.0,82.0,75.0,77.0,88.0,63.0,2024-01-09
ICAT2024-1674,Miller,Melissa,Erica,1,GAS,BSA,76.0,70.0,73.0,95.0,95.0,80.0,2024-02-03
ICAT2024-1675,Daugherty,Preston,Tracy,1,HUMSS,BSHM,71.0,91.0,65.0,81.0,82.0,99.0,2024-08-22
ICAT2024-1676,Jacobs,Sherry,Rebekah,0,HUMSS,BSHM,79.0,66.0,65.0,85.0,80.0,99.0,2024-05-20
ICAT2024-1677,Sanders,Jennifer,Ronald,1,ABM,BSHM,84.0,72.0,76.0,91.0,82.0,81.0,2024-05-29
ICAT2024-1678,Watson,Justin,Michael,1,HUMSS,BSHM,70.0,70.0,80.0,61.0,67.0,72.0,2024-06-22
ICAT2024-1679,Sawyer,Christopher,Jessica,1,TVL,BSA,95.0,78.0,95.0,94.0,71.0,85.0,2024-06-21
ICAT2024-1680,Figueroa,Robert,Scott,0,ABM,BSIT,65.0,98.0,85.0,76.0,69.0,81.0,2024-03-04
ICAT2024-1681,Shaffer,Tara,Rodney,1,GAS,BSBA,84.0,66.0,78.0,99.0,96.0,65.0,2024-12-14
ICAT2024-1682,Perry,Mary,Carla,1,ABM,BEED,62.0,75.0,95.0,69.0,77.0,61.0,2024-02-25
ICAT2024-1683,Clark,Thomas,Mikayla,1,ABM,BSHM,74.0,75.0,74.0,88.0,73.0,69.0,2024-05-10
ICAT2024-1684,Jones,Susan,Katelyn,0,HUMSS,BSBA,61.0,99.0,90.0,88.0,86.0,95.0,2024-02-04
ICAT2024-1685,Smith,Danielle,Joshua,0,GAS,BSBA,93.0,97.0,85.0,96.0,84.0,76.0,2024-03-08
ICAT2024-1686,Peters,Jennifer,Karina,1,HUMSS,BEED,83.0,83.0,75.0,80.0,94.0,82.0,2024-02-23
ICAT2024-1687,Gonzalez,Marisa,Keith,0,ABM,BSED,75.0,94.0,97.0,68.0,66.0,92.0,2024-07-09
ICAT2024-1688,Williams,Margaret,Mary,1,TVL,BSED,66.0,98.0,74.0,82.0,95.0,74.0,2024-04-28
ICAT2024-1689,Snyder,Jodi,Jeffrey,1,HUMSS,BSN,63.0,89.0,99.0,88.0,91.0,97.0,2024-11-03
ICAT2024-1690,Smith,Jose,Stephanie,1,STEM,BSBA,61.0,95.0,88.0,95.0,63.0,82.0,2024-11-19
ICAT2024-1691,Fields,David,Elizabeth,1,ABM,BSIT,82.0,64.0,77.0,96.0,76.0,61.0,2024-04-21
ICAT2024-1692,Butler,Travis,Gwendolyn,1,GAS,BSA,68.0,85.0,73.0,88.0,79.0,94.0,2024-04-05
ICAT2024-1693,Johnson,Kathy,Trevor,1,HUMSS,BSBA,96.0,92.0,86.0,69.0,94.0,97.0,2024-01-26
ICAT2024-1694,George,Michael,Timothy,1,STEM,BSN,63.0,82.0,97.0,67.0,64.0,99.0,2024-06-18
ICAT2024-1695,Oneill,Courtney,Thomas,0,TVL,BEED,70.0,72.0,75.0,98.0,71.0,71.0,2024-09-26
ICAT2024-1696,Cardenas,Nathaniel,Jessica,0,GAS,BSA,67.0,81.0,65.0,66.0,85.0,96.0,2024-01-07
